arm,arm_label,sender_seed,receiver_seed,self_play,welfare,shuffled_welfare,message_value,join_rate,success_rate,visible_norm,hidden_norm,hidden_norm_share,hidden_causal_influence,hidden_shuffle_causal_influence,hidden_action_flip_rate,hidden_probe_gain,causal_strategic_opacity_gap,probe_strategic_opacity_gap,live_monitor_content_accuracy,live_monitor_true_probability,full_content_balanced_accuracy,auditor_content_balanced_accuracy,visible_content_balanced_accuracy,hidden_content_balanced_accuracy
asymmetric_free,Private Allowed,0,1,False,-0.2573559880256653,0.25509998202323914,-0.5124559700489044,0.37063997983932495,0.11800000071525574,0.8114665150642395,2.6397058963775635,0.7648722178080835,0.6022935509681702,0.5216865539550781,0.5300799608230591,0.013609772314476465,0.0,0.0,,,0.9858090621612821,0.9721992898468056,0.9742851670788522,0.9863076394533525
asymmetric_free,Private Allowed,0,2,False,0.5019840002059937,0.39960798621177673,0.10237601399421692,0.7046399712562561,0.5879999995231628,0.8145544528961182,2.6482458114624023,0.764770015388972,0.05921535566449165,0.10150239616632462,0.10136000066995621,0.009490805912922062,0.00606223208018053,0.0009716308789577057,,,0.9882013358620675,0.9787105299491454,0.9745775684145676,0.9739835524729167
asymmetric_free,Private Allowed,0,3,False,-0.21276800334453583,0.19714801013469696,-0.4099160134792328,0.2867199778556824,0.10360000282526016,0.8115056157112122,2.6358673572540283,0.7646017352705531,0.7788873910903931,0.5836502909660339,0.5850399732589722,0.009980800614906249,0.0,0.0,,,0.9832682062347885,0.9732874056198823,0.9741113322753855,0.9846050558796396
asymmetric_free,Private Allowed,1,0,False,-0.2540999948978424,0.2038159966468811,-0.4579159915447235,0.3455999791622162,0.10239999741315842,1.7297840118408203,2.3966665267944336,0.5808058292120196,0.5162270069122314,0.4269745945930481,0.4272799789905548,0.028160013197834455,0.0,0.0,,,0.9494165913698697,0.9212565781720352,0.9191024412099326,0.9446059974894876
asymmetric_free,Private Allowed,1,1,True,0.549776017665863,0.2774119973182678,0.2723640203475952,0.6295999884605408,0.5843999981880188,1.72889244556427,2.3971211910247803,0.5809775250782897,0.04151128977537155,0.1190691739320755,0.11903999745845795,0.03492879221176648,0.011306181773034218,0.00951334627268249,,,0.9624930276499232,0.9275642354381567,0.9335357025986243,0.956474210190796
asymmetric_free,Private Allowed,1,2,False,-0.3042999804019928,0.21845601499080658,-0.5227559953927994,0.4296799898147583,0.12720000743865967,1.7305247783660889,2.3976356983184814,0.5808000226396438,0.6458515524864197,0.5583516359329224,0.5590400099754333,0.020364621987056797,0.0,0.0,,,0.9459355274096867,0.9255709054226299,0.9257794521338091,0.9468173587094829
asymmetric_free,Private Allowed,1,3,False,0.5064399838447571,0.335316002368927,0.17112398147583008,0.5991199612617493,0.5455999970436096,1.7253986597061157,2.3869707584381104,0.5804368517834348,0.32089874148368835,0.3939119577407837,0.39431998133659363,0.02993082962107918,0.05491347029327187,0.00512188273363378,,,0.9569964791260971,0.9270656495050179,0.9219894518924182,0.959012922144054
asymmetric_free,Private Allowed,2,0,False,0.4739759564399719,0.3770040273666382,0.09697192907333374,0.6681599617004395,0.5580000281333923,0.9122658967971802,2.827317476272583,0.7560514619444583,0.06798137724399567,0.06874272227287292,0.06960000097751617,0.10331985148135248,0.006592285292412292,0.010019125309717089,,,0.9915069204182898,0.8881870689369373,0.8922059850337462,0.9882576637580942
asymmetric_free,Private Allowed,2,1,False,-0.19511200487613678,0.3270319998264313,-0.522144004702568,0.5984799861907959,0.28119999170303345,0.91142737865448,2.834016799926758,0.7566570651709124,0.5324795842170715,0.5094637274742126,0.5113599896430969,0.09705627405429762,0.0,0.0,,,0.9899021679193805,0.8928458938650828,0.8838810125622748,0.9898554812003854
asymmetric_free,Private Allowed,2,2,True,0.5523880124092102,0.27570000290870667,0.27668800950050354,0.6281599998474121,0.5852000117301941,0.9087496399879456,2.8433425426483154,0.7578018887186699,0.11944028735160828,0.2812785804271698,0.2815999984741211,0.0834438576433737,0.033047695361484664,0.023087914876388446,,,0.9869251046584987,0.903481247015125,0.9044700827684625,0.9880714087296818
asymmetric_free,Private Allowed,2,3,False,0.3375920355319977,0.3746039867401123,-0.037011951208114624,0.8186399936676025,0.5491999983787537,0.914242148399353,2.830409526824951,0.7558538877065007,0.18042239546775818,0.12307149171829224,0.12280000001192093,0.07675368329025001,0.0,0.0,,,0.9894869118204498,0.9127332285301998,0.9140797398351722,0.9849636780985226
asymmetric_free,Private Allowed,3,0,False,-0.21837198734283447,0.21286800503730774,-0.4312399923801422,0.2970399856567383,0.09960000216960907,1.4088302850723267,2.53177547454834,0.6424838283726346,0.7498255372047424,0.621782660484314,0.6246399879455566,0.04633211216406208,0.0,0.0,,,0.9732703234673803,0.9269382113033182,0.9310643566212568,0.969292408021938
asymmetric_free,Private Allowed,3,1,False,0.4708399772644043,0.3713440001010895,0.09949597716331482,0.6463199853897095,0.5464000105857849,1.40571928024292,2.524254083633423,0.6423081914081006,0.31673869490623474,0.38490623235702515,0.38679999113082886,0.03854594784595888,0.03151422595512887,0.003835166746619849,,,0.9764540178350943,0.9379080699891355,0.9293146690874892,0.9823607493746002
asymmetric_free,Private Allowed,3,2,False,0.3852960169315338,0.4015119671821594,-0.01621595025062561,0.8423199653625488,0.5860000252723694,1.4068396091461182,2.5228006839752197,0.6419927768939236,0.17211192846298218,0.1207382008433342,0.12263999879360199,0.03517112117986254,0.0,0.0,,,0.9713553636989184,0.9361842425190559,0.9285188472794577,0.976975462816823
asymmetric_free,Private Allowed,3,3,True,0.535315990447998,0.2586359977722168,0.27667999267578125,0.6203199625015259,0.5712000131607056,1.4027003049850464,2.5211386680603027,0.6425183819670383,0.0608428418636322,0.20412062108516693,0.20295999944210052,0.05184265021881995,0.016833997041203475,0.014343824082836194,,,0.9760099282398733,0.9241672780210534,0.9269656512710688,0.9793637489442478
public_monitored,Public Monitored,0,0,True,0.5392839908599854,0.2855519950389862,0.25373199582099915,0.6408799886703491,0.5824000239372253,2.8573837280273438,0.29777613282203674,0.0943775104764024,6.126944729345496e-09,1.3940347542984455e-08,0.0,0.08113475840114182,1.5546019144617841e-09,0.02058648417957629,0.7565600275993347,0.6894856095314026,0.9167729207436475,0.8356381623425057,0.8393413348606242,0.8589937641559814
public_monitored,Public Monitored,0,1,False,-0.2619760036468506,0.15046799182891846,-0.41244399547576904,0.35951998829841614,0.10400000214576721,2.839996814727783,0.29546603560447693,0.09423362664723227,1.4738907871958418e-08,3.1037846071058084e-08,0.0,0.07927617741831905,0.0,0.0,0.7540000081062317,0.6888332962989807,0.9132758563238094,0.8339996789054903,0.8364371528254567,0.8528321162791229
public_monitored,Public Monitored,0,2,False,0.5325159430503845,0.2617359757423401,0.27077996730804443,0.612559974193573,0.5667999982833862,2.864332437515259,0.2959662973880768,0.09365136723289216,6.340725722253637e-09,1.3334385151608785e-08,0.0,0.07796440300774321,1.7169415037811163e-09,0.02111119849762791,0.7598400115966797,0.6909899711608887,0.9144907844529504,0.8365263814452072,0.8314982220652697,0.8592686879220534
public_monitored,Public Monitored,0,3,False,0.52811598777771,0.237543985247612,0.29057200253009796,0.6090399622917175,0.5631999969482422,2.8566691875457764,0.2972506284713745,0.09424799798707313,5.281134196621906e-09,1.2377872948832191e-08,0.0,0.07607415293569941,1.5345497391426074e-09,0.02210501895930711,0.7706400156021118,0.6999534964561462,0.9142443873456352,0.8381702344099358,0.8386324325183154,0.8442587866868217
public_monitored,Public Monitored,1,0,False,-0.2668760120868683,0.14913199841976166,-0.41600801050662994,0.35527998208999634,0.1080000028014183,2.888909339904785,0.3022688627243042,0.09472014520382362,1.7893256654133438e-08,3.6386854418424264e-08,0.0,0.05553481517873071,0.0,0.0,0.7960000038146973,0.7228775024414062,0.9095917558234022,0.8540569406446715,0.855508047571659,0.8762483385673249
