arm,arm_label,seed,learning_rule,theta_left,theta_right,theta_mid,join_rate,success_rate,welfare
private_monitored,Private Monitored,1,ppo,0.3,0.4666666666666666,0.3833333333333333,1.0,1.0,1.0
private_monitored,Private Monitored,1,ppo,0.4666666666666666,0.6333333333333333,0.5499999999999999,0.9993007183074951,0.998834490776062,0.9984032511711121
private_monitored,Private Monitored,1,ppo,0.6333333333333333,0.8,0.7166666666666667,0.97315913438797,0.9691211581230164,0.964798092842102
private_monitored,Private Monitored,1,ppo,0.8,0.9666666666666666,0.8833333333333333,0.8584809899330139,0.8202531933784485,0.7926076054573059
private_monitored,Private Monitored,1,ppo,0.9666666666666666,1.1333333333333333,1.0499999999999998,0.5041975378990173,0.12839506566524506,-0.15872840583324432
private_monitored,Private Monitored,1,ppo,1.1333333333333333,1.3,1.2166666666666668,0.16930817067623138,0.0,-0.1261509507894516
private_monitored,Private Monitored,1,ppo,1.3,1.4666666666666666,1.3833333333333333,0.02766990289092064,0.0,-0.020509708672761917
private_monitored,Private Monitored,1,ppo,1.4666666666666666,1.6333333333333333,1.5499999999999998,0.0008820286602713168,0.0,-0.0006615215097554028
private_monitored,Private Monitored,1,ppo,1.6333333333333333,1.8,1.7166666666666668,0.0,0.0,0.0
private_monitored,Private Monitored,2,ppo,-0.2,-0.033333333333333354,-0.11666666666666668,1.0,1.0,1.0
private_monitored,Private Monitored,2,ppo,-0.033333333333333354,0.1333333333333333,0.049999999999999975,1.0,1.0,1.0
private_monitored,Private Monitored,2,ppo,0.1333333333333333,0.3,0.21666666666666665,1.0,1.0,1.0
private_monitored,Private Monitored,2,ppo,0.3,0.4666666666666666,0.3833333333333333,1.0,1.0,1.0
private_monitored,Private Monitored,2,ppo,0.4666666666666666,0.6333333333333333,0.5499999999999999,0.9992915987968445,0.9988193511962891,0.9986068606376648
private_monitored,Private Monitored,2,ppo,0.6333333333333333,0.8,0.7166666666666667,0.9773536920547485,0.9732824563980103,0.969796359539032
private_monitored,Private Monitored,2,ppo,0.8,0.9666666666666666,0.8833333333333333,0.8324390053749084,0.7865853905677795,0.7525365352630615
private_monitored,Private Monitored,2,ppo,0.9666666666666666,1.1333333333333333,1.0499999999999998,0.5252403616905212,0.13701923191547394,-0.15460337698459625
private_monitored,Private Monitored,2,ppo,1.1333333333333333,1.3,1.2166666666666668,0.16516444087028503,0.0,-0.125456765294075
private_monitored,Private Monitored,2,ppo,1.3,1.4666666666666666,1.3833333333333333,0.02191435731947422,0.0,-0.0158438291400671
private_monitored,Private Monitored,2,ppo,1.4666666666666666,1.6333333333333333,1.5499999999999998,0.0,0.0,0.0
private_monitored,Private Monitored,2,ppo,1.6333333333333333,1.8,1.7166666666666668,0.0,0.0,0.0
private_monitored,Private Monitored,3,ppo,-0.2,-0.033333333333333354,-0.11666666666666668,1.0,1.0,1.0
private_monitored,Private Monitored,3,ppo,-0.033333333333333354,0.1333333333333333,0.049999999999999975,1.0,1.0,1.0
private_monitored,Private Monitored,3,ppo,0.1333333333333333,0.3,0.21666666666666665,1.0,1.0,1.0
private_monitored,Private Monitored,3,ppo,0.3,0.4666666666666666,0.3833333333333333,1.0,1.0,1.0
private_monitored,Private Monitored,3,ppo,0.4666666666666666,0.6333333333333333,0.5499999999999999,0.9990314841270447,0.998789370059967,0.9977482557296753
private_monitored,Private Monitored,3,ppo,0.6333333333333333,0.8,0.7166666666666667,0.9821901321411133,0.9807460904121399,0.9780144095420837
private_monitored,Private Monitored,3,ppo,0.8,0.9666666666666666,0.8833333333333333,0.8376047611236572,0.8119760751724243,0.7948502898216248
private_monitored,Private Monitored,3,ppo,0.9666666666666666,1.1333333333333333,1.0499999999999998,0.5316513776779175,0.12155963480472565,-0.18827982246875763
private_monitored,Private Monitored,3,ppo,1.1333333333333333,1.3,1.2166666666666668,0.14282147586345673,0.0,-0.10671661049127579
private_monitored,Private Monitored,3,ppo,1.3,1.4666666666666666,1.3833333333333333,0.031111111864447594,0.0,-0.02201169542968273
private_monitored,Private Monitored,3,ppo,1.4666666666666666,1.6333333333333333,1.5499999999999998,0.002093023154884577,0.0,-0.0016162790125235915
private_monitored,Private Monitored,3,ppo,1.6333333333333333,1.8,1.7166666666666668,0.0,0.0,0.0
monitored_penalty,Monitored + Penalty,0,ppo,-0.2,-0.033333333333333354,-0.11666666666666668,1.0,1.0,1.0
monitored_penalty,Monitored + Penalty,0,ppo,-0.033333333333333354,0.1333333333333333,0.049999999999999975,1.0,1.0,1.0
monitored_penalty,Monitored + Penalty,0,ppo,0.1333333333333333,0.3,0.21666666666666665,1.0,1.0,1.0
monitored_penalty,Monitored + Penalty,0,ppo,0.3,0.4666666666666666,0.3833333333333333,1.0,1.0,1.0
